date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:17:19	273839/273839	---M--	200	added ('OK')	image/jpeg	etag:%2242daf-5725fef605702%22	https://patrickdavid.com/assets/img/emmearredo-hover@2x.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/emmearredo-hover@2x.jpg	(from https://patrickdavid.com/assets/css/style.css)
04:17:20	54784/54784	---M--	200	added ('OK')	image/jpeg	etag:%22d600-5725ff1ad3311%22	https://patrickdavid.com/assets/img/oleomec-hover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/oleomec-hover.jpg	(from https://patrickdavid.com/assets/css/style.css)
04:17:20	221686/221686	---M--	200	added ('OK')	image/jpeg	etag:%22361f6-5725ff1ba0446%22	https://patrickdavid.com/assets/img/oleomec-hover@2x.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/oleomec-hover@2x.jpg	(from https://patrickdavid.com/assets/css/style.css)
04:17:20	72721/72721	---M--	200	added ('OK')	image/jpeg	etag:%2211c11-5725ff221b6ce%22	https://patrickdavid.com/assets/img/panevino-hover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/panevino-hover.jpg	(from https://patrickdavid.com/assets/css/style.css)
04:17:20	190059/190059	---M--	200	added ('OK')	image/jpeg	etag:%222e66b-5725ff23b1ab9%22	https://patrickdavid.com/assets/img/panevino-hover@2x.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/panevino-hover@2x.jpg	(from https://patrickdavid.com/assets/css/style.css)
04:17:22	324464/324464	---M--	200	added ('OK')	image/png	etag:%224f370-5725ff2a54ddf%22	https://patrickdavid.com/assets/img/team.png	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/team.png	(from https://patrickdavid.com/assets/css/style.css)
04:17:52	236/236	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:21%20GMT	https://patrickdavid.com/work/	C:/My%20Web%20Sites/patrick/patrickdavid.com/work/index.html	(from https://patrickdavid.com/work)
04:17:52	238/238	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:21%20GMT	https://patrickdavid.com/agency/	C:/My%20Web%20Sites/patrick/patrickdavid.com/agency/index.html	(from https://patrickdavid.com/agency)
04:17:53	242/242	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:21%20GMT	https://patrickdavid.com/it/agenzia/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agenzia/index.html	(from https://patrickdavid.com/agency)
04:17:53	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:22%20GMT	https://patrickdavid.com/contact/	C:/My%20Web%20Sites/patrick/patrickdavid.com/contact/index.html	(from https://patrickdavid.com/contact)
04:17:53	243/243	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:53%20GMT	https://patrickdavid.com/it/contatti/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/contatti/index.html	(from https://patrickdavid.com/contact)
04:17:53	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:53%20GMT	https://patrickdavid.com/toscano-real-estate/	C:/My%20Web%20Sites/patrick/patrickdavid.com/toscano-real-estate/index.html	(from https://patrickdavid.com/look-occhiali)
04:17:53	245/245	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:53%20GMT	https://patrickdavid.com/look-occhiali/	C:/My%20Web%20Sites/patrick/patrickdavid.com/look-occhiali/index.html	(from https://patrickdavid.com/look-occhiali)
04:17:54	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:53%20GMT	https://patrickdavid.com/userbot/	C:/My%20Web%20Sites/patrick/patrickdavid.com/userbot/index.html	(from https://patrickdavid.com/userbot)
04:17:54	100477/100477	---M--	200	added ('OK')	image/jpeg	etag:%221887d-5725ff353ec6c%22	https://patrickdavid.com/assets/img/userbot-cover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/userbot-cover.jpg	(from https://patrickdavid.com/userbot)
04:17:54	92577/92577	---M--	200	added ('OK')	image/jpeg	etag:%22169a1-5725fefe092b6%22	https://patrickdavid.com/assets/img/fooddelivery-cover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/fooddelivery-cover.jpg	(from https://patrickdavid.com/food-delivery-report)
04:17:54	252/252	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:54%20GMT	https://patrickdavid.com/food-delivery-report/	C:/My%20Web%20Sites/patrick/patrickdavid.com/food-delivery-report/index.html	(from https://patrickdavid.com/food-delivery-report)
04:17:55	68837/68837	---M--	200	added ('OK')	image/jpeg	etag:%2210ce5-5725fef131204%22	https://patrickdavid.com/assets/img/emmearredo-cover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/emmearredo-cover.jpg	(from https://patrickdavid.com/emmearredo)
04:17:55	242/242	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:55%20GMT	https://patrickdavid.com/emmearredo/	C:/My%20Web%20Sites/patrick/patrickdavid.com/emmearredo/index.html	(from https://patrickdavid.com/emmearredo)
04:17:55	132422/132422	---M--	200	added ('OK')	image/jpeg	etag:%2220546-5725ff1581e19%22	https://patrickdavid.com/assets/img/oleomec-cover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/oleomec-cover.jpg	(from https://patrickdavid.com/oleomec)
04:17:55	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:55%20GMT	https://patrickdavid.com/oleomec/	C:/My%20Web%20Sites/patrick/patrickdavid.com/oleomec/index.html	(from https://patrickdavid.com/oleomec)
04:17:55	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:55%20GMT	https://patrickdavid.com/panevino-architettura/	C:/My%20Web%20Sites/patrick/patrickdavid.com/panevino-architettura/index.html	(from https://patrickdavid.com/panevino-architettura)
04:17:56	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:56%20GMT	https://patrickdavid.com/it/siti-internet-belluno/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno/index.html	(from https://patrickdavid.com/privacy-policy)
04:17:56	246/246	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:56%20GMT	https://patrickdavid.com/privacy-policy/	C:/My%20Web%20Sites/patrick/patrickdavid.com/privacy-policy/index.html	(from https://patrickdavid.com/privacy-policy)
04:17:56	56764/56764	---M--	200	added ('OK')	application/pdf	etag:%22ddbc-56de2d28c3204%22	https://patrickdavid.com/personal-data.pdf	C:/My%20Web%20Sites/patrick/patrickdavid.com/personal-data.pdf	(from https://patrickdavid.com/privacy-policy)
04:17:57	49706/49706	---M--	200	added ('OK')	application/pdf	etag:%22c22a-56de2d2176082%22	https://patrickdavid.com/cookie.pdf	C:/My%20Web%20Sites/patrick/patrickdavid.com/cookie.pdf	(from https://patrickdavid.com/privacy-policy)
04:17:57	241/241	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:56%20GMT	https://patrickdavid.com/it/agency/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agency/index.html	(from https://patrickdavid.com/it/agenzia)
04:17:57	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:56%20GMT	https://patrickdavid.com/it/toscano-real-estate.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate.html	(from https://patrickdavid.com/it/progetti)
04:17:57	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:57%20GMT	http://patrickdavid.com/it/toscano-real-estate	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate.7a.delayed	(from https://patrickdavid.com/it/progetti)
04:17:57	243/243	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:57%20GMT	https://patrickdavid.com/it/progetti/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/progetti/index.html	(from https://patrickdavid.com/it/progetti)
04:17:57	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:57%20GMT	https://patrickdavid.com/it/toscano-real-estate	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate	(from https://patrickdavid.com/it/progetti)
04:17:58	248/248	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:58%20GMT	https://patrickdavid.com/it/look-occhiali/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/look-occhiali/index.html	(from https://patrickdavid.com/it/look-occhiali)
04:17:58	242/242	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:58%20GMT	https://patrickdavid.com/it/userbot/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/userbot/index.html	(from https://patrickdavid.com/it/userbot)
04:17:58	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:58%20GMT	https://patrickdavid.com/it/toscano-real-estate.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate.html	(from https://patrickdavid.com/it/food-delivery-report)
04:17:58	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:47:58%20GMT	https://patrickdavid.com/it/food-delivery-report/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/food-delivery-report/index.html	(from https://patrickdavid.com/it/food-delivery-report)
04:17:58	0/-1	---M--	301	error ('')			http://patrickdavid.com/it/toscano-real-estate	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate.7d.delayed	(from https://patrickdavid.com/it/food-delivery-report)
04:17:58	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:58%20GMT	https://patrickdavid.com/it/toscano-real-estate	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate	(from https://patrickdavid.com/it/food-delivery-report)
04:17:59	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:59%20GMT	https://patrickdavid.com/it/assets/img/favicon-16.png	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/assets/img/favicon-16.png	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:17:59	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:59%20GMT	https://patrickdavid.com/it/assets/img/favicon-32.png	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/assets/img/favicon-32.png	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:17:59	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:59%20GMT	https://patrickdavid.com/it/assets/img/favicon-48.png	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/assets/img/favicon-48.png	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:17:59	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:59%20GMT	https://patrickdavid.com/it/assets/img/favicon-62.png	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/assets/img/favicon-62.png	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:18:00	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:47:59%20GMT	https://patrickdavid.com/it/assets/img/favicon-96.png	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/assets/img/favicon-96.png	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:18:00	262/262	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:00%20GMT	https://patrickdavid.com/it/agenzia-immobiliare-toscano/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agenzia-immobiliare-toscano/index.html	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:18:00	67265/67265	---M--	200	added ('OK')	image/jpeg	etag:%22106c1-5725ff2ab58ba%22	https://patrickdavid.com/assets/img/toscano-cover.jpg	C:/My%20Web%20Sites/patrick/patrickdavid.com/assets/img/toscano-cover.jpg	(from https://patrickdavid.com/it/agenzia-immobiliare-toscano)
04:18:00	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:00%20GMT	https://patrickdavid.com/it/toscano-real-estate.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate.html	(from https://patrickdavid.com/it/emmearredo)
04:18:00	0/-1	---M--	301	error ('')			http://patrickdavid.com/it/toscano-real-estate	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate.86.delayed	(from https://patrickdavid.com/it/emmearredo)
04:18:00	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:48:00%20GMT	https://patrickdavid.com/it/toscano-real-estate	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/toscano-real-estate	(from https://patrickdavid.com/it/emmearredo)
04:18:01	245/245	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:00%20GMT	https://patrickdavid.com/it/emmearredo/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/emmearredo/index.html	(from https://patrickdavid.com/it/emmearredo)
04:18:01	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:01%20GMT	https://patrickdavid.com/it/siti-internet-belluno-treviso.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:01	242/242	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:01%20GMT	https://patrickdavid.com/it/oleomec/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/oleomec/index.html	(from https://patrickdavid.com/it/oleomec)
04:18:01	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:01%20GMT	https://patrickdavid.com/it/panevino-architettura/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/panevino-architettura/index.html	(from https://patrickdavid.com/it/panevino-architettura)
04:18:02	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:01%20GMT	http://patrickdavid.com/it/siti-internet-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno-treviso.89.delayed	(from https://patrickdavid.com/it/sitemap)
04:18:02	20504/20504	---M-Z	200	added ('OK')	text/html	etag:%225018-572d9b56bb229-gzip%22	https://patrickdavid.com/it/siti-internet-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:02	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:02%20GMT	https://patrickdavid.com/it/siti-wordpress-belluno-treviso.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-wordpress-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:02	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:02%20GMT	http://patrickdavid.com/it/siti-wordpress-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-wordpress-belluno-treviso	(from https://patrickdavid.com/it/sitemap)
04:18:03	19432/19432	---M-Z	200	added ('OK')	text/html	etag:%224be8-572d9b5a2813b-gzip%22	https://patrickdavid.com/it/siti-wordpress-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-wordpress-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:03	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:03%20GMT	https://patrickdavid.com/it/web-marketing-belluno-treviso.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-marketing-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:03	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:03%20GMT	http://patrickdavid.com/it/web-marketing-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-marketing-belluno-treviso	(from https://patrickdavid.com/it/sitemap)
04:18:03	19092/19092	---M-Z	200	added ('OK')	text/html	etag:%224a94-57406d7c30873-gzip%22	https://patrickdavid.com/it/web-marketing-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-marketing-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:04	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:03%20GMT	https://patrickdavid.com/it/realizzazione-app-belluno-treviso.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/realizzazione-app-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:04	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:04%20GMT	http://patrickdavid.com/it/realizzazione-app-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/realizzazione-app-belluno-treviso	(from https://patrickdavid.com/it/sitemap)
04:18:04	20195/20195	---M-Z	200	added ('OK')	text/html	etag:%224ee3-572d9b55c7f96-gzip%22	https://patrickdavid.com/it/realizzazione-app-belluno-treviso	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/realizzazione-app-belluno-treviso.html	(from https://patrickdavid.com/it/sitemap)
04:18:04	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:04%20GMT	https://patrickdavid.com/it/siti-internet-belluno.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno.html	(from https://patrickdavid.com/it/sitemap)
04:18:04	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:04%20GMT	http://patrickdavid.com/it/siti-internet-belluno	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno	(from https://patrickdavid.com/it/sitemap)
04:18:05	17312/17312	---M-Z	200	added ('OK')	text/html	etag:%2243a0-572d9b580b118-gzip%22	https://patrickdavid.com/it/siti-internet-belluno	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno.html	(from https://patrickdavid.com/it/sitemap)
04:18:05	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:05%20GMT	https://patrickdavid.com/it/siti-web-belluno.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-web-belluno.html	(from https://patrickdavid.com/it/sitemap)
04:18:05	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:05%20GMT	http://patrickdavid.com/it/siti-web-belluno	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-web-belluno	(from https://patrickdavid.com/it/sitemap)
04:18:05	19379/19379	---M-Z	200	added ('OK')	text/html	etag:%224bb3-572d9b5936de8-gzip%22	https://patrickdavid.com/it/siti-web-belluno	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-web-belluno.html	(from https://patrickdavid.com/it/sitemap)
04:18:06	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:06%20GMT	https://patrickdavid.com/it/web-agency-belluno.html	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-agency-belluno.html	(from https://patrickdavid.com/it/sitemap)
04:18:06	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:06%20GMT	http://patrickdavid.com/it/web-agency-belluno	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-agency-belluno	(from https://patrickdavid.com/it/sitemap)
04:18:06	17544/17544	---M-Z	200	added ('OK')	text/html	etag:%224488-572d9b5c3a57f-gzip%22	https://patrickdavid.com/it/web-agency-belluno	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-agency-belluno.html	(from https://patrickdavid.com/it/sitemap)
04:18:07	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:06%20GMT	http://patrickdavid.com/it/agency	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agency	(from https://patrickdavid.com/it/agency/)
04:18:07	235/235	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:06%20GMT	https://patrickdavid.com/404/	C:/My%20Web%20Sites/patrick/patrickdavid.com/404/index.html	(from https://patrickdavid.com/404)
04:18:07	249/249	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:06%20GMT	https://patrickdavid.com/it/privacy-policy/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/privacy-policy/index.html	(from https://patrickdavid.com/it/privacy-policy)
04:18:07	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:48:07%20GMT	https://patrickdavid.com/it/agency	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agency	(from https://patrickdavid.com/it/agency/)
04:18:07	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:07%20GMT	http://patrickdavid.com/it/agency	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agency	(from https://patrickdavid.com/it/agency/)
04:18:07	212/212	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Aug%202018%2022:48:07%20GMT	https://patrickdavid.com/it/agency	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/agency	(from https://patrickdavid.com/it/agency/)
04:18:41	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:07%20GMT	https://patrickdavid.com/it/siti-wordpress-belluno-treviso/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-wordpress-belluno-treviso/index.html	(from https://patrickdavid.com/it/siti-wordpress-belluno-treviso)
04:18:41	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:07%20GMT	https://patrickdavid.com/it/siti-internet-belluno-treviso/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-internet-belluno-treviso/index.html	(from https://patrickdavid.com/it/siti-internet-belluno-treviso)
04:18:41	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:07%20GMT	https://patrickdavid.com/it/web-marketing-belluno-treviso/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-marketing-belluno-treviso/index.html	(from https://patrickdavid.com/it/web-marketing-belluno-treviso)
04:18:42	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:08%20GMT	https://patrickdavid.com/it/realizzazione-app-belluno-treviso/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/realizzazione-app-belluno-treviso/index.html	(from https://patrickdavid.com/it/realizzazione-app-belluno-treviso)
04:18:42	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:42%20GMT	https://patrickdavid.com/it/siti-web-belluno/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/siti-web-belluno/index.html	(from https://patrickdavid.com/it/siti-web-belluno)
04:18:42	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2022:48:42%20GMT	https://patrickdavid.com/it/web-agency-belluno/	C:/My%20Web%20Sites/patrick/patrickdavid.com/it/web-agency-belluno/index.html	(from https://patrickdavid.com/it/web-agency-belluno)
